candidate_id	source_file	freecad_symbol	semantic_axis	source_evidence	cad_core_landing	scope_hint	next_step
MP-CAND-011	/Users/li/Chili3DProject/FreeCAD/cad-core/src/assembly/joint_solver.cpp	jointReference	cad_core_marker_gap	Current cad-core reads ReferenceN and PlacementN then sets markerPlacement equal to connectorPlacement	cad-core/src/assembly/joint_solver.cpp	MP-SCOPE-002;MP-SCOPE-003;MP-SCOPE-004	S3 replaced direct assignment with resolveJointMarkerPlacement evidence; subshape parity remains backendGap until S4/S5
MP-CAND-012	/Users/li/Chili3DProject/FreeCAD/cad-core/src/assembly/joint_solver.cpp	addConstraintToOndselAssembly	marker_consumption_path	Real Ondsel adapter creates marker I and marker J from joint.reference1/2.markerPlacement before adding the MBD joint	cad-core/src/assembly/joint_solver.cpp	MP-SCOPE-011	S2 kept real Ondsel consumption as releaseGate; S5 verifies resolver output is consumed by the solver path and not only emitted as debug evidence
MP-CAND-013	/Users/li/Chili3DProject/FreeCAD/cad-core/src/assembly/joint_solver.cpp	buildAssemblySolveRequest	request_build_order	buildAssemblySolveRequest calls jointReference for both sides before DistanceType classification and special JointType rewrites	cad-core/src/assembly/joint_solver.cpp	MP-SCOPE-008;MP-SCOPE-011	S3 confirms request-local swap moves the whole reference evidence; S5 still proves real Ondsel consumption and placement_updates parity
MP-CAND-014	/Users/li/Chili3DProject/FreeCAD/cad-core/fixtures/c3m6	fixture route	vertex_marker_oracle	Representative Vertex references must prove point JCS placement_updates parity and not just object-level movement	cad-core/tools/collect_freecad_expected.py;cad-core/fixtures/c3m6;cad-core/tests/test_p8_features.py	MP-SCOPE-005	S4 collected Vertex native expected with known_gap; S5 locks focused parity and deletes known_gap only after pass
MP-CAND-015	/Users/li/Chili3DProject/FreeCAD/cad-core/fixtures/c3m6	fixture route	edge_marker_oracle	Representative Edge references must cover edge axis marker placement for Revolute Slider Cylindrical or Distance Line cases	cad-core/tools/collect_freecad_expected.py;cad-core/fixtures/c3m6;cad-core/tests/test_p8_features.py	MP-SCOPE-006	S4 collected Edge native expected with known_gap; S5 locks focused parity and deletes known_gap only after pass
MP-CAND-016	/Users/li/Chili3DProject/FreeCAD/cad-core/fixtures/c3m6	fixture route	face_marker_oracle	Representative Face references must cover face normal marker placement for Fixed Parallel Perpendicular Angle or Distance Plane cases	cad-core/tools/collect_freecad_expected.py;cad-core/fixtures/c3m6;cad-core/tests/test_p8_features.py	MP-SCOPE-007	S4 collected Face native expected with known_gap; S5 locks focused parity and deletes known_gap only after pass
MP-CAND-017	/Users/li/Chili3DProject/FreeCAD/cad-core/fixtures/c3m6	fixture route	mixed_distance_type_oracle	PointLine PointPlane and LinePlane need original input order and swapped order evidence so placement parity follows DistanceType DTO parity	cad-core/tools/collect_freecad_expected.py;cad-core/fixtures/c3m6;cad-core/tests/test_p8_features.py	MP-SCOPE-008;MP-SCOPE-009	S4 collected mixed native expected and current value evidence; S5 proves resolver parity
MP-CAND-018	/Users/li/Chili3DProject/FreeCAD/cad-core/fixtures/c3m6	fixture route	special_joint_regression_oracle	Screw RackPinion Gears and Belt expected protect special marker rewrites scalar routing and sliding-side swap after ordinary resolver changes	cad-core/fixtures/c3m6;cad-core/tests/test_p8_features.py	MP-SCOPE-010	S4 added RackPinion marker-rewrite expected; S5 runs special JointType regression filters before release
MP-CAND-019	/Users/li/Chili3DProject/FreeCAD/cad-core/src/adapters/c_api/c_api.cpp	ondselSolverCapabilityJson;capabilitiesJson	publication_surface	Capabilities currently publish solver subset but do not yet expose proven subshape marker placement coverage	cad-core/src/adapters/c_api/c_api.cpp;cad-core/tests/test_adapters.py	MP-SCOPE-013	S2 kept capability as releaseGate; S6 publishes only the representative subset proven by native expected and focused tests
MP-CAND-020	/Users/li/Chili3DProject/FreeCAD/docs/FreeCAD几何生态迁移工程-细分/P8-DistanceTypeBasicGeometry-OndselSolver收口主线	DistanceType S6 boundary	prior_supported_boundary	Basic DistanceType prior closeout covers solver DTO class scalar and request-local swap evidence but explicitly does not close full subshape placement parity	docs/FreeCAD几何生态迁移工程-细分;cad-core/fixtures/c3m6	MP-SCOPE-001;MP-SCOPE-008;MP-SCOPE-014	S2 preserved prior support boundary; S6 keeps wording accurate while this package upgrades representative placement parity
